Tagset;Tagset ID;Tag;Tag ID;Tag Path;Tag Parent ID;Tag Color;Tag Author;Project Name;Project ID;;;;
Staatliches Vorgehen;T_910CCAE0-9D7F-41FC-BDDC-755C92D712DC;Vorgehen untere Ebene;CATMA_654BBB1D-1ED2-463F-AE4F-31FFE0DB2672;/Vorgehen auf unteren Ebenen/Vorgehen untere Ebene;CATMA_57EB4DB5-6A1D-437F-B094-E3DD3676C276;#A85F7B;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Staatliches Vorgehen;T_910CCAE0-9D7F-41FC-BDDC-755C92D712DC;rechtliches Verfahren;CATMA_D1E7D50B-0E7D-4CBA-9181-EF06EE559590;/Rechtliches Verfahren, offizielle Untersuchung/rechtliches Verfahren;CATMA_B974BBA7-13CB-431C-BA79-D1748B6BFD87;#D9489F;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Staatliches Vorgehen;T_910CCAE0-9D7F-41FC-BDDC-755C92D712DC;rechtliches Verfahren mit Konsequenzen;CATMA_B11ECB5F-3D1E-49C7-849F-5F2A827DEB42;/Rechtliches Verfahren, offizielle Untersuchung/rechtliches Verfahren mit Konsequenzen;CATMA_B974BBA7-13CB-431C-BA79-D1748B6BFD87;#54AF58;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Staatliches Vorgehen;T_910CCAE0-9D7F-41FC-BDDC-755C92D712DC;rechtliches Verfahren ohne Konsequenzen;CATMA_BFB36DCD-EF15-446D-92D6-AA64E8C7486C;/Rechtliches Verfahren, offizielle Untersuchung/rechtliches Verfahren ohne Konsequenzen;CATMA_B974BBA7-13CB-431C-BA79-D1748B6BFD87;#F64BE8;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln des Umfelds;T_207907A2-630C-4AC7-8A54-4825915F94A8;Meldung (Umfeld);CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B;/Meldung (Umfeld);;#D183EF;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln des Umfelds;T_207907A2-630C-4AC7-8A54-4825915F94A8;Neutralisierung;CATMA_1ACCBEA2-4C4D-449A-9282-F643C117AF7E;/Neutralisierung;;#10697F;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln des Umfelds;T_207907A2-630C-4AC7-8A54-4825915F94A8;Solidarisierung mit Beschuldigtem (Umfeld);CATMA_F6E3EB12-8B14-4853-AE59-CA2C18A6A935;/Solidarisierung mit Beschuldigtem (Umfeld);;#4FDA18;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln des Umfelds;T_207907A2-630C-4AC7-8A54-4825915F94A8;Solidarisierung mit Betroffenen (Umfeld);CATMA_5F650BB5-6756-42D4-B440-F853E8D5C3A3;/Solidarisierung mit Betroffenen (Umfeld);;#8A57E5;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln des Umfelds;T_207907A2-630C-4AC7-8A54-4825915F94A8;Verzicht auf Meldung (Umfeld);CATMA_5B97454F-BB74-4279-A37B-DA7FCE0D76E9;/Verzicht auf Meldung (Umfeld);;#0CCADE;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln des Umfelds;T_207907A2-630C-4AC7-8A54-4825915F94A8;Victim Blaming (Umfeld);CATMA_10403E35-6B11-432E-9230-44F427940A37;/Victim Blaming (Umfeld);;#C09544;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln des Umfelds;T_207907A2-630C-4AC7-8A54-4825915F94A8;Warnung;CATMA_C02ACE97-171C-483D-9B29-B19E7F15B6D6;/Warnung;;#86BE6C;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln des Umfelds;T_207907A2-630C-4AC7-8A54-4825915F94A8;Weiteres Handeln des Umfelds;CATMA_A928D1F0-2927-41A3-8AAC-1A82AEA004BB;/Weiteres Handeln des Umfelds;;#0F147F;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Geschlecht (Betroffene);T_C4FAD21C-3070-40D1-8718-DB1FA2E9B827;ID;CATMA_57C36F09-C2E2-4817-A235-DD2D009BD5C9;/ID;;#CF94AD;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Geschlecht (Betroffene);T_C4FAD21C-3070-40D1-8718-DB1FA2E9B827;männlich;CATMA_491C1421-1813-476C-80A9-E461CCA24A21;/männlich;;#691AE3;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Geschlecht (Betroffene);T_C4FAD21C-3070-40D1-8718-DB1FA2E9B827;unklar;CATMA_76B8CB6D-3A64-43A4-9962-48611A6D215E;/unklar;;#3BECD6;thomasSchmidt;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Geschlecht (Betroffene);T_C4FAD21C-3070-40D1-8718-DB1FA2E9B827;weiblich;CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5;/weiblich;;#3539FF;thomasSchmidt;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Dummheit;CATMA_B9C42C77-32E3-4E40-9725-60C636A754AF;/Dummheit;;#89B4F0;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Gefahr für priesterliches Ansehen;CATMA_994AD716-6C79-49B1-B48A-11AEB8300355;/Gefahr für priesterliches Ansehen;;#3C1F4C;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Kirchenrechtlich;CATMA_5627441E-9527-4A3F-BC56-E783D29ACECA;/Kirchenrechtlich;;#00D831;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Liebesbeziehung;CATMA_B1F08B14-5504-41F4-AFCF-E502CDB2EA9D;/Verhältnis/Liebesbeziehung;CATMA_0EA3F884-6C6C-4934-B480-30E0637E8B20;#0B42A9;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Missbrauch;CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E;/Missbrauch;;#35FCE5;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Schutz- und Hilfsbedürftigkeit;CATMA_49963C6E-25AA-420B-861A-0C0B46A9A36C;/Schutz- und Hilfsbedürftigkeit;;#6CC9BF;thomasSchmidt;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Strafrechtlich;CATMA_B2A70BB2-B8E3-4CC6-AD7E-AC32AD8F0A83;/Strafrechtlich;;#B748CC;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Verführung;CATMA_B6C64190-C51C-40B5-A6D0-39F6CF4D0949;/Verführung;;#1143E0;thomasSchmidt;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Verhältnis;CATMA_0EA3F884-6C6C-4934-B480-30E0637E8B20;/Verhältnis;;#39AD9A;thomasSchmidt;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Verhältnis nicht weiter spezifiziert;CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC;/Verhältnis/Verhältnis nicht weiter spezifiziert;CATMA_0EA3F884-6C6C-4934-B480-30E0637E8B20;#4A87A8;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Verstoß gegen 6. Gebot;CATMA_99FEDEDB-3705-4AE0-B0E5-87668C67C11D;/Verstoß gegen 6. Gebot;;#969C47;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Weitere Framings;CATMA_C55E620F-3FA0-452E-8393-8B8FFD6788EC;/Weitere Framings;;#CF0ADF;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Zölibatsverstoß;CATMA_FF84C8AC-BA1D-4290-AAEB-8100EDC4076E;/Zölibatsverstoß;;#6E08A9;thomasSchmidt;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;der Frau;CATMA_E581AE42-A155-4E92-9E03-BEAD94913846;/Verführung/der Frau;CATMA_B6C64190-C51C-40B5-A6D0-39F6CF4D0949;#C9F43C;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;durch Frau;CATMA_165C9AC8-DA45-4732-9277-16169489C0B3;/Verführung/durch Frau;CATMA_B6C64190-C51C-40B5-A6D0-39F6CF4D0949;#4FDF8B;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;moralische Verurteilung;CATMA_841CE011-ADA3-4952-B2D4-B5EB4D515CB0;/moralische Verurteilung;;#7A21D0;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;sexuelle Handlungen;CATMA_F6C92357-BF1A-4EE0-B403-459BC314B5A8;/Verhältnis/sexuelle Handlungen;CATMA_0EA3F884-6C6C-4934-B480-30E0637E8B20;#0DA91B;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;unerheblich;CATMA_1374DE64-8337-41B4-A889-4661FF3E56D3;/unerheblich;;#CE3C5B;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;verklausuliert;CATMA_C4A505D5-21A7-4196-B2CA-8124DA7CC45F;/verklausuliert;;#FE7BFF;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Framing der Taten;T_2438FD8C-F2BD-41B0-AFE4-AA6AF25801D0;Übergriff, Gewalt etc.;CATMA_A7AB564A-56CC-4FB8-8856-8D253649660E;/Übergriff, Gewalt etc.;;#08874C;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln der Beschuldigten;T_E13E70B8-B2E6-476F-BB78-7193CD50375F;Anbahnung;CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2;/Anbahnung;;#5F5038;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln der Beschuldigten;T_E13E70B8-B2E6-476F-BB78-7193CD50375F;Durchführung;CATMA_9431700E-21CF-4D15-9ACD-B1EB0743B76A;/Durchführung;;#DCAADC;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln der Beschuldigten;T_E13E70B8-B2E6-476F-BB78-7193CD50375F;Geständnis;CATMA_EEA0D644-183C-4A2F-91DC-0F509FE577CD;/Geständnis;;#4B731A;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln der Beschuldigten;T_E13E70B8-B2E6-476F-BB78-7193CD50375F;Schritte der Wiedergutmachung;CATMA_F76B5CB5-7943-4581-949F-AAB3A8F69B40;/Schritte der Wiedergutmachung;;#673EC3;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln der Beschuldigten;T_E13E70B8-B2E6-476F-BB78-7193CD50375F;Sonstige Vertuschung;CATMA_98C765F9-243B-4C93-9E49-5352101777E6;/Vertuschung/Sonstige Vertuschung;CATMA_429E64D1-1625-42E3-AA70-C3A0E4AF5E8B;#72451B;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln der Beschuldigten;T_E13E70B8-B2E6-476F-BB78-7193CD50375F;Vertuschung;CATMA_429E64D1-1625-42E3-AA70-C3A0E4AF5E8B;/Vertuschung;;#152B2D;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln der Beschuldigten;T_E13E70B8-B2E6-476F-BB78-7193CD50375F;Victim Blaming (Beschuldigte);CATMA_F5BA6FEE-FAC8-4EC3-8895-E3B678581C5D;/Vertuschung/Victim Blaming (Beschuldigte);CATMA_429E64D1-1625-42E3-AA70-C3A0E4AF5E8B;#BD6214;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Handeln der Beschuldigten;T_E13E70B8-B2E6-476F-BB78-7193CD50375F;Weiteres Handeln der Beschuldigten;CATMA_90CB3A2D-7E2C-466B-B8B1-CF73F0E8667D;/Weiteres Handeln der Beschuldigten;;#5B3081;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Tatort;T_530AF997-870B-413E-9C4B-08D1E2527516;Büro Beschuldigte*r;CATMA_BA156DEB-1216-4150-8D5E-F5F83A64534A;/Büro Beschuldigte*r;;#AC885A;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Tatort;T_530AF997-870B-413E-9C4B-08D1E2527516;Kirche;CATMA_569A0312-A7C9-463F-AF9A-8FFE4121D079;/Kirche;;#658398;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Tatort;T_530AF997-870B-413E-9C4B-08D1E2527516;Pfarrhaus;CATMA_2747C9AF-C553-4190-8F88-8BA14713A6E1;/Pfarrhaus;;#17E341;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Tatort;T_530AF997-870B-413E-9C4B-08D1E2527516;Privaträume der Betroffenen;CATMA_2F5CFB85-9A14-46E2-A940-7E7196A231E2;/Privaträume der Betroffenen;;#E50746;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Tatort;T_530AF997-870B-413E-9C4B-08D1E2527516;Reisen und Ausflüge;CATMA_C20CB8FA-95D6-4DDB-A81B-05D2469A0A67;/Reisen und Ausflüge;;#47F8E5;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
Tatort;T_530AF997-870B-413E-9C4B-08D1E2527516;Weitere öffentiche Orte;CATMA_16C996D0-7357-42FA-801B-BB1D82282D10;/Weitere öffentiche Orte;;#401928;Mhuerten;EpiEpa-1;CATMA_2FE822DF-DAD1-4B6A-8D0C-4E0A7A87BB8C_EpiEpa_1;;;;
